time	x_r	y_r	z_r	q_r_i	q_r_j	q_r_k	q_r_s	mu_x	mu_y	my_z	meas	readings
1352771506160854	5.593124874983914	-9.788124781218357	0.0	0.9696561576482566	0.0	0.0	0.24447277135668777	7.000031600215866	-13.000072146630211	0.0	-10.711385048163162	44920	44840	44620	44780	44840	44620	44780	44700	44840	44840	44780	44920	44840	45000	45000	44840	44840	44920	45000	44920	45000	44780	44700	44920	45000	45000	45000	44920	44840	44920
1352771590005931	10.138124773395248	-11.27249974803999	0.0	0.9959336955988701	0.0	0.0	-0.09008925557899242	6.999969026283034	-13.000106573795964	0.0	-10.699670614623868	44320	44320	44320	44320	44320	44400	44320	44240	44320	44240	44320	44400	44400	44400	44320	44320	44400	44240	44320	44400	44400	44240	44400	44240	44320	44400	44320	44400	44400	44480
1352771669925462	9.397499789949507	-9.905624778592028	0.0	0.8399014708666558	0.0	0.0	0.5427389052168898	6.9999257697119575	-13.000162487829947	0.0	-10.705113074279625	44780	44780	44780	44700	44840	44920	44920	44780	44780	44780	44540	44620	44480	44540	44480	44540	44540	44400	44780	44400	44540	44480	44400	44480	44400	44400	44320	44480	44240	44400
1352771758471709	7.103749841218814	-15.154374661273323	0.0	0.881482282251533	0.0	0.0	-0.47221709634089776	6.999923178923996	-13.000108735316218	0.0	-10.715481825931962	45080	45080	45080	45000	45140	45220	45000	45220	45000	45080	45140	45080	45000	45000	45080	45000	45000	45000	45080	45080	45000	45000	45000	45000	45000	45000	45000	45000	45000	45080
1352771833289902	7.0893748415401205	-16.779999624937773	0.0	0.8852172349850164	0.0	0.0	-0.4651778658593747	6.999921225138683	-13.000027359937933	0.0	-10.719584660982294	45300	45220	45140	45000	45380	45300	45220	45080	45080	45380	45220	45140	45300	45220	45300	45380	45300	45220	45140	45220	45300	45080	45300	45140	45380	45220	45300	45300	45140	45300
1352771926312250	3.0774999312125146	-13.791874691727571	0.0	0.10689703715179177	0.0	0.0	0.9942700958231463	6.999998106854004	-13.000011687085262	0.0	-10.723467576532787	45440	45520	45440	45440	45440	45380	45440	45440	45440	45440	45440	45440	45140	45520	45440	45520	45380	45520	45520	45300	45440	45140	45220	45380	45520	45520	45380	45220	45440	45380
1352772018259314	6.768124848720618	-14.98937466496136	0.0	0.9999996243371732	0.0	0.0	-8.667903509853251E-4	7.000003789497085	-12.999962948377819	0.0	-10.713407386576241	44840	45000	44920	44840	44920	44920	44920	44920	44920	45000	45080	45000	44840	44920	44840	45000	44920	45000	44920	45000	45000	44840	45000	45000	45000	45000	44920	45080	45080	45000
1352772099453692	7.97687482170295	-16.14562463911716	0.0	0.9689685488196262	0.0	0.0	-0.24718404357560714	6.999981001146561	-12.99988962508523	0.0	-10.711683781677621	44920	44700	44920	44840	44840	44780	44920	44840	45000	45080	44780	44840	44780	44840	44780	44920	44780	44920	44840	44920	44840	45000	44920	44700	44920	44780	45000	45000	45000	44920
1352772190425690	10.823124758084305	-12.04624973074533	0.0	0.967527080148553	0.0	0.0	0.25276738155706585	7.0003849390128146	-12.999788033032976	0.0	-9.865054251259364	15000	15680	16580	16880	17560	18380	19500	19280	19340	19280	19420	18680	18740	19580	20460	21580	21880	22260	21740	21060	20700	20620	20620	20460	20760	20460	19860	19420	18680	18080
1352772283623285	7.067499842029065	-11.584999741055071	0.0	0.36592997884922784	0.0	0.0	0.9306423859783111	7.0003867587539705	-12.999749685939184	0.0	-10.47719395881359	37900	37660	37440	37360	37440	37220	37220	36840	36700	36620	36700	36180	36100	36020	35940	35640	35500	35360	35200	34820	34680	34300	34220	34080	33860	33640	33400	33340	32800	32740
1352772374745066	4.378749902127311	-9.747499782126397	0.0	0.6844511667620177	0.0	0.0	0.7290587084166217	7.000406164330921	-12.99977380724479	0.0	-10.646309949283948	42520	42460	42520	42300	42520	42380	42300	42300	42160	42240	42000	42080	42080	42000	42000	41940	42080	42000	42000	42000	42000	41700	41780	41780	41700	41780	41480	41400	41640
